Character,Sentence,Sentiment,Valence_Score,Emotions
ANTONY,". Good friends, sweet friends, let me not stir you upTo such a sudden flood of mutiny.They that have done this deed are honorable.What private griefs they have, alas, I know not,That made them do it. They are wise and honorable,And will, no doubt, with reasons answer you.I come not, friends, to steal away your hearts.I am no orator, as Brutus is;But, as you know me all, a plain blunt man,That love my friend, and that they know full wellThat gave me public leave to speak of him.For I have neither wit, nor words, nor worth,Action, nor utterance, nor the power of speech,To stir men's blood. I only speak right on;I tell you that which you yourselves do know;Show you sweet Caesar's wounds, poor dumb mouths,And bid them speak for me. But were I Brutus,And Brutus Antony, there were an AntonyWould ruffle up your spirits and put a tongueIn every wound of Caesar that should moveThe stones of Rome to rise and mutiny.ALL. We'll mutiny.",positive,0.057936507936507925,positive
CITIZEN,. We'll burn the house of Brutus.,neutral,0.0,
CITIZEN,". Away, then! Come, seek the conspirators.",neutral,0.0,anticipation
ANTONY,". Yet hear me, countrymen; yet hear me speak.ALL. Peace, ho! Hear Antony, most noble Antony!",positive,0.15625,"trust, positive"
ANTONY,". Why, friends, you go to do you know not what.Wherein hath Caesar thus deserved your loves?Alas, you know not; I must tell you then.You have forgot the will I told you of.ALL. Most true, the will! Let's stay and hear the will.",positive,0.1171875,positive
ANTONY,". Here is the will, and under Caesar's seal.To every Roman citizen he gives,To every several man, seventy-five drachmas.",neutral,0.0,positive
CITIZEN,. Most noble Caesar! We'll revenge his death.,positive,0.20833333333333334,"fear, anger, surprise, negative, anticipation"
CITIZEN,. O royal Caesar!,neutral,0.0,
ANTONY,". Hear me with patience.ALL. Peace, ho!",neutral,0.0,
ANTONY,". Moreover, he hath left you all his walks,His private arbors, and new-planted orchards,On this side Tiber; he hath left them you,And to your heirs forever- common pleasures,To walk abroad and recreate yourselves.Here was a Caesar! When comes such another?",negative,-0.03125,
CITIZEN,". Never, never. Come, away, away!We'll burn his body in the holy placeAnd with the brands fire the traitors' houses.Take up the body.",neutral,0.0,"fear, positive"
CITIZEN,. Go fetch fire.,neutral,0.0,fear
CITIZEN,. Pluck down benches.,negative,-0.07777777777777779,
CITIZEN,". Pluck down forms, windows, anything.Exeunt Citizens with the body.",negative,-0.07777777777777779,
ANTONY,". Now let it work. Mischief, thou art afoot,Take thou what course thou wilt.Enter a Servant.How now, fellow?",neutral,0.0,positive
ANTONY,. Where is he?,neutral,0.0,
ANTONY,". And thither will I straight to visit him.He comes upon a wish. Fortune is merry,And in this mood will give us anything.",positive,0.06666666666666667,positive
ANTONY,". Be like they had some notice of the people,How I had moved them. Bring me to Octavius.Exeunt.",neutral,0.0,
CITIZEN,. What is your name?,neutral,0.0,
CITIZEN,. Whither are you going?,neutral,0.0,
CITIZEN,. Where do you dwell?,neutral,0.0,
CITIZEN,. Are you a married man or a bachelor?,positive,0.125,
CITIZEN,. Answer every man directly.,positive,0.05,
CITIZEN,". Ay, and briefly.",neutral,0.0,
CITIZEN,". Ay, and wisely.",positive,0.35,
CITIZEN,". Ay, and truly, you were best.",positive,0.5,
CITIZEN,". That's as much as to say they are fools thatmarry.You'll bear me a bang for that, I fear. Proceed directly.",positive,0.10000000000000002,"fear, anger"
CITIZEN,. As a friend or an enemy?,neutral,0.0,"fear, anger, trust, positive, negative, disgust, joy"
CITIZEN,. That matter is answered directly.,positive,0.05,
CITIZEN,". For your dwelling, briefly.",neutral,0.0,
CITIZEN,". Your name, sir, truly.",neutral,0.0,"trust, positive"
CITIZEN,". Tear him to pieces, he's a conspirator.",neutral,0.0,"fear, anger, negative, disgust, anticipation"
CITIZEN,". Tear him for his bad verses, tear him for hisbadverses.",negative,-0.3499999999999999,"fear, anger, negative, sadness, disgust"
CITIZEN,". It is no matter, his name's Cinna. Pluck buthisname out of his heart, and turn him going.",neutral,0.0,
CITIZEN,". Tear him, tear him! Come, brands, ho,firebrands. ToBrutus', to Cassius'; burn all. Some to Decius' house, andsometo Casca's, some to Ligarius'. Away, go!Exeunt.<<",neutral,0.0,
ANTONY,". These many then shall die, their names are prick'd.",positive,0.25,"fear, negative"
ANTONY,". He shall not live; look, with a spot I damn him.But, Lepidus, go you to Caesar's house,Fetch the will hither, and we shall determineHow to cut off some charge in legacies.",negative,-0.03409090909090909,"anger, negative, disgust"
ANTONY,". This is a slight unmeritable man,Meet to be sent on errands. Is it fit,The three-fold world divided, he should standOne of the three to share it?",negative,-0.05555555555555555,"trust, positive, joy, anticipation"
ANTONY,". Octavius, I have seen more days than you,And though we lay these honors on this manTo ease ourselves of divers slanderous loads,He shall but bear them as the ass bears gold,To groan and sweat under the business,Either led or driven, as we point the way;And having brought our treasure where we will,Then take we down his load and turn him off,Like to the empty ass, to shake his earsAnd graze in commons.",positive,0.04074074074074074,negative
ANTONY,". So is my horse, Octavius, and for thatI do appoint him store of provender.It is a creature that I teach to fight,To wind, to stop, to run directly on,His corporal motion govern'd by my spirit.And, in some taste, is Lepidus but so:He must be taught, and train'd, and bid go forth;A barren-spirited fellow, one that feedsOn objects, arts, and imitations,Which, out of use and staled by other men,Begin his fashion. Do not talk of himBut as a property. And now, Octavius,Listen great things. Brutus and CassiusAre levying powers; we must straight make head;Therefore let our alliance be combined,Our best friends made, our means stretch'd;And let us presently go sit in council,How covert matters may be best disclosed,And open perils surest answered.",positive,0.2455,trust
BRUTUS,". Stand, ho!",neutral,0.0,
BRUTUS,". What now, Lucilius, is Cassius near?",positive,0.05,
BRUTUS,". He greets me well. Your master, Pindarus,In his own change, or by ill officers,Hath given me some worthy cause to wishThings done undone; but if he be at hand,I shall be satisfied.",positive,0.07777777777777778,positive
BRUTUS,". He is not doubted. A word, Lucilius,How he received you. Let me be resolved.",neutral,0.0,positive
BRUTUS,". Thou hast describedA hot friend cooling. Ever note, Lucilius,When love begins to sicken and decayIt useth an enforced ceremony.There are no tricks in plain and simple faith;But hollow men, like horses hot at hand,Make gallant show and promise of their mettle;But when they should endure the bloody spur,They fall their crests and like deceitful jadesSink in the trial. Comes his army on?",positive,0.04732142857142857,positive
BRUTUS,". Hark, he is arrived.March gently on to meet him.Enter Cassius and his Powers.",positive,0.1,
CASSIUS,". Stand, ho!",neutral,0.0,
BRUTUS,". Stand, ho! Speak the word along.",neutral,0.0,"trust, positive"
CASSIUS,". Most noble brother, you have done me wrong.",positive,0.10000000000000002,"trust, positive"
BRUTUS,". Judge me, you gods! Wrong I mine enemies?And, if not so, how should I wrong a brother?",negative,-0.16666666666666666,"trust, positive, negative"
CASSIUS,". Brutus, this sober form of yours hides wrongs,And when you do them-",positive,0.05,
BRUTUS,". Cassius, be content,Speak your griefs softly, I do know you well.Before the eyes of both our armies here,Which should perceive nothing but love from us,Let us not wrangle. Bid them move away;Then in my tent, Cassius, enlarge your griefs,And I will give you audience.",positive,0.09999999999999999,positive
CASSIUS,". Pindarus,Bid our commanders lead their charges offA little from this ground.",negative,-0.09375,"trust, positive"
BRUTUS,". Lucilius, do you the like, and let no manCome to our tent till we have done our conference.Let Lucius and Titinius guard our door.Exeunt.",neutral,0.0,"fear, trust, positive"
CASSIUS,". That you have wrong'd me doth appear in this:You have condemn'd and noted Lucius PellaFor taking bribes here of the Sardians,Wherein my letters, praying on his side,Because I knew the man, were slighted off.",negative,-0.25,negative
BRUTUS,. You wrong'd yourself to write in such a case.,negative,-0.125,negative
CASSIUS,. In such a time as this it is not meetThat every nice offense should bear his comment.,positive,0.15,"fear, anger"
BRUTUS,". Let me tell you, Cassius, you yourselfAre much condemn'd to have an itching palm,To sell and mart your offices for goldTo undeservers.",positive,0.1,"anger, negative"
CASSIUS,". I an itching palm?You know that you are Brutus that speaks this,Or, by the gods, this speech were else your last.",neutral,0.0,positive
BRUTUS,". The name of Cassius honors this corruption,And chastisement doth therefore hide his head.",neutral,0.0,negative
CASSIUS,. Chastisement?,neutral,0.0,
BRUTUS,". Remember March, the ides of March remember.Did not great Julius bleed for justice' sake?What villain touch'd his body, that did stab,And not for justice? What, shall one of us,That struck the foremost man of all this worldBut for supporting robbers, shall we nowContaminate our fingers with base bribesAnd sell the mighty space of our large honorsFor so much trash as may be grasped thus?I had rather be a dog, and bay the moon,Than such a Roman.",negative,-0.11865079365079366,trust
CASSIUS,". Brutus, bait not me,I'll not endure it. You forget yourselfTo hedge me in. I am a soldier, I,Older in practice, abler than yourselfTo make conditions.",neutral,0.0,positive
BRUTUS,". Go to, you are not, Cassius.",neutral,0.0,
CASSIUS,. I am.,neutral,0.0,
BRUTUS,. I say you are not.,neutral,0.0,
CASSIUS,". Urge me no more, I shall forget myself;Have mind upon your health, tempt me no farther.",negative,-0.125,negative
BRUTUS,". Away, slight man!",negative,-0.10416666666666666,
CASSIUS,. Is't possible?,neutral,0.0,
BRUTUS,". Hear me, for I will speak.Must I give way and room to your rash choler?Shall I be frighted when a madman stares?",neutral,0.0,negative
CASSIUS,". O gods, ye gods! Must I endure all this?",neutral,0.0,positive
BRUTUS,". All this? Ay, more. Fret till your proud heart break.Go show your slaves how choleric you are,And make your bondmen tremble. Must I bouge?Must I observe you? Must I stand and crouchUnder your testy humor? By the gods,You shall digest the venom of your spleen,Though it do split you, for, from this day forth,I'll use you for my mirth, yea, for my laughter,When you are waspish.",positive,0.18571428571428572,"positive, joy"
CASSIUS,. Is it come to this?,neutral,0.0,
BRUTUS,". You say you are a better soldier:Let it appear so, make your vaunting true,And it shall please me well. For mine own part,I shall be glad to learn of noble men.",positive,0.3555555555555556,positive
CASSIUS,". You wrong me every way, you wrong me, Brutus.I said, an elder soldier, not a better.Did I say ""better""?",negative,-0.08333333333333333,"positive, negative"
BRUTUS,". If you did, I care not.",neutral,0.0,
CASSIUS,". When Caesar lived, he durst not thus have moved me.",neutral,0.0,
BRUTUS,". Peace, peace! You durst not so have tempted him.",neutral,0.0,"trust, positive, joy, anticipation"
CASSIUS,. I durst not?,neutral,0.0,
BRUTUS,. No.,neutral,0.0,
CASSIUS,". What, durst not tempt him?",neutral,0.0,
BRUTUS,. For your life you durst not.,neutral,0.0,
CASSIUS,. Do not presume too much upon my love;I may do that I shall be sorry for.,negative,-0.075,"positive, joy"
BRUTUS,". You have done that you should be sorry for.There is no terror, Cassius, in your threats,For I am arm'd so strong in honesty,That they pass by me as the idle windWhich I respect not. I did send to youFor certain sums of gold, which you denied me,For I can raise no money by vile means.By heaven, I had rather coin my heartAnd drop my blood for drachmas than to wringFrom the hard hands of peasants their vile trashBy any indirection. I did sendTo you for gold to pay my legions,Which you denied me. Was that done like Cassius?Should I have answer'd Caius Cassius so?When Marcus Brutus grows so covetousTo lock such rascal counters from his friends,Be ready, gods, with all your thunderbolts,Dash him to pieces!",positive,0.010595238095238088,positive
CASSIUS,. I denied you not.,neutral,0.0,"negative, sadness"
BRUTUS,. You did.,neutral,0.0,
CASSIUS,". I did not. He was but a foolThat brought my answer back. Brutus hath rived my heart.A friend should bear his friend's infirmities,But Brutus makes mine greater than they are.",positive,0.125,positive
BRUTUS,". I do not, till you practise them on me.",neutral,0.0,"positive, anticipation"
CASSIUS,. You love me not.,positive,0.25,"positive, joy"
BRUTUS,. I do not like your faults.,neutral,0.0,
CASSIUS,. A friendly eye could never see such faults.,positive,0.09375,"trust, positive, joy, anticipation"
BRUTUS,". A flatterer's would not, though they do appearAs huge as high Olympus.",positive,0.14,
CASSIUS,". Come, Antony, and young Octavius, come,Revenge yourselves alone on Cassius,For Cassius is aweary of the world:Hated by one he loves; braved by his brother;Check'd like a bondman; all his faults observed,Set in a notebook, learn'd and conn'd by rote,To cast into my teeth. O, I could weepMy spirit from mine eyes! There is my dagger,And here my naked breast; within, a heartDearer than Pluto's mine, richer than gold.If that thou best a Roman, take it forth;I, that denied thee gold, will give my heart.Strike, as thou didst at Caesar, for I know,When thou didst hate him worst, thou lovedst him betterThan ever thou lovedst Cassius.",negative,-0.1,positive
BRUTUS,". Sheathe your dagger.Be angry when you will, it shall have scope;Do what you will, dishonor shall be humor.O Cassius, you are yoked with a lamb,That carries anger as the flint bears fire,Who, much enforced, shows a hasty sparkAnd straight is cold again.",negative,-0.13999999999999999,negative
CASSIUS,". Hath Cassius livedTo be but mirth and laughter to his Brutus,When grief and blood ill-temper'd vexeth him?",negative,-0.4,"positive, joy"
BRUTUS,". When I spoke that, I was ill-temper'd too.",neutral,0.0,negative
CASSIUS,. Do you confess so much? Give me your hand.,positive,0.06666666666666667,"trust, positive, negative"
BRUTUS,. And my heart too.,neutral,0.0,
CASSIUS,. O Brutus!,neutral,0.0,
BRUTUS,. What's the matter?,neutral,0.0,
CASSIUS,. Have not you love enough to bear with meWhen that rash humor which my mother gave meMakes me forgetful?,positive,0.06666666666666667,"positive, negative, joy"
BRUTUS,". Yes, Cassius, and from henceforth,When you are overearnest with your Brutus,He'll think your mother chides, and leave you so.",neutral,0.0,"negative, sadness"
CASSIUS,". How now, what's the matter?",neutral,0.0,
CASSIUS,". Ha, ha! How vilely doth this cynic rhyme!",neutral,0.0,
BRUTUS,". Get you hence, sirrah; saucy fellow, hence!",neutral,0.0,"trust, positive"
CASSIUS,". Bear with him, Brutus; 'tis his fashion.",neutral,0.0,
BRUTUS,". I'll know his humor when he knows his time.What should the wars do with these jigging fools?Companion, hence!",neutral,0.0,
CASSIUS,". Away, away, be gone!Exit Poet.",neutral,0.0,
BRUTUS,". Lucilius and Titinius, bid the commandersPrepare to lodge their companies tonight.",neutral,0.0,
CASSIUS,. And come yourselves and bring Messala with youImmediately to us.Exeunt Lucilius and Titinius.,neutral,0.0,
BRUTUS,". Lucius, a bowl of wine!Exit Lucius.",neutral,0.0,
CASSIUS,. I did not think you could have been so angry.,negative,-0.25,"anger, negative, disgust"
BRUTUS,". O Cassius, I am sick of many griefs.",negative,-0.053571428571428575,"negative, sadness, disgust"
CASSIUS,". Of your philosophy you make no use,If you give place to accidental evils.",neutral,0.0,"fear, surprise, negative"
BRUTUS,. No man bears sorrow better. Portia is dead.,positive,0.09999999999999999,"fear, negative, sadness"
CASSIUS,. Ha? Portia?,neutral,0.0,
BRUTUS,. She is dead.,negative,-0.1,
CASSIUS,. How 'scaped killing when I cross'd you so?O insupportable and touching loss!Upon what sickness?,positive,0.125,"fear, negative, sadness"
BRUTUS,". Impatient of my absence,And grief that young Octavius with Mark AntonyHave made themselves so strong- for with her deathThat tidings came- with this she fell distract,And (her attendants absent) swallow'd fire.",negative,-0.05833333333333334,negative
CASSIUS,. And died so?,neutral,0.0,
BRUTUS,. Even so.,neutral,0.0,
CASSIUS,". O ye immortal gods!Re-enter Lucius, with wine and taper.",neutral,0.0,positive
BRUTUS,". Speak no more of her. Give me a bowl of wine.In this I bury all unkindness, Cassius.Drinks.",negative,-0.08333333333333333,sadness
CASSIUS,". My heart is thirsty for that noble pledge.Fill, Lucius, till the wine o'erswell the cup;I cannot drink too much of Brutus' love.Drinks.",positive,0.2,"trust, positive, negative"
BRUTUS,". Come in, Titinius!Exit Lucius.Re-enter Titinius, with Messala.Welcome, good Messala.Now sit we close about this taper here,And call in question our necessities.",positive,0.35,positive
CASSIUS,". Portia, art thou gone?",neutral,0.0,"surprise, positive, sadness, joy, anticipation"
BRUTUS,". No more, I pray you.Messala, I have here received lettersThat young Octavius and Mark AntonyCome down upon us with a mighty power,Bending their expedition toward Philippi.",positive,0.011805555555555555,positive
BRUTUS,. With what addition?,neutral,0.0,
BRUTUS,". There in our letters do not well agree;Mine speak of seventy senators that diedBy their proscriptions, Cicero being one.",neutral,0.0,positive
CASSIUS,. Cicero one!,neutral,0.0,
BRUTUS,". No, Messala.",neutral,0.0,
BRUTUS,". Nothing, Messala.",neutral,0.0,
BRUTUS,. Why ask you? Hear you aught of her in yours?,neutral,0.0,
BRUTUS,". Now, as you are a Roman, tell me true.",positive,0.175,"trust, positive, joy"
BRUTUS,". Why, farewell, Portia. We must die, Messala.With meditating that she must die onceI have the patience to endure it now.",neutral,0.0,"fear, positive, negative, sadness"
CASSIUS,". I have as much of this in art as you,But yet my nature could not bear it so.",positive,0.1,"fear, anger, surprise, positive, sadness, joy, anticipation"
BRUTUS,". Well, to our work alive. What do you thinkOf marching to Philippi presently?",positive,0.03333333333333333,"trust, positive, joy, anticipation"
CASSIUS,. I do not think it good.,positive,0.35,"trust, surprise, positive, joy, anticipation"
BRUTUS,. Your reason?,neutral,0.0,positive
CASSIUS,". This it is:'Tis better that the enemy seek us;So shall he waste his means, weary his soldiers,Doing himself offense, whilst we lying stillAre full of rest, defense, and nimbleness.",positive,0.10833333333333332,negative
BRUTUS,". Good reasons must of force give place to better.The people 'twixt Philippi and this groundDo stand but in a forced affection,For they have grudged us contribution.The enemy, marching along by them,By them shall make a fuller number up,Come on refresh'd, new-added, and encouraged;From which advantage shall we cut him offIf at Philippi we do face him there,These people at our back.",positive,0.06666666666666665,"fear, negative"
CASSIUS,". Hear me, good brother.",positive,0.35,"trust, positive"
BRUTUS,". Under your pardon. You must note besideThat we have tried the utmost of our friends,Our legions are brim-full, our cause is ripe:The enemy increaseth every day;We, at the height, are ready to decline.There is a tide in the affairs of menWhich taken at the flood leads on to fortune;Omitted, all the voyage of their lifeIs bound in shallows and in miseries.On such a full sea are we now afloat,And we must take the current when it serves,Or lose our ventures.",positive,0.04583333333333334,positive
CASSIUS,". Then, with your will, go on;We'll along ourselves and meet them at Philippi.",neutral,0.0,
BRUTUS,". The deep of night is crept upon our talk,And nature must obey necessity,Which we will niggard with a little rest.There is no more to say?",negative,-0.07291666666666667,"fear, trust, positive, sadness"
CASSIUS,. No more. Good night.Early tomorrow will we rise and hence.,positive,0.15,anticipation
BRUTUS,". Lucius!Re-enter Lucius.My gown.Exit Lucius.Farewell, good Messala;Good night, Titinius; noble, noble Cassius,Good night and good repose.",positive,0.32499999999999996,positive
CASSIUS,". O my dear brother!This was an ill beginning of the night.Never come such division 'tween our souls!Let it not, Brutus.",negative,-0.125,positive
BRUTUS,. Everything is well.,neutral,0.0,
CASSIUS,". Good night, my lord.",positive,0.35,"trust, positive, negative, disgust"
BRUTUS,". Good night, good brother.",positive,0.35,"trust, positive"
BRUTUS,". Farewell, everyone.Exeunt all but Brutus.Re-enter Lucius, with the gown.Give me the gown. Where is thy instrument?",neutral,0.0,
BRUTUS,". What, thou speak'st drowsily?Poor knave, I blame thee not, thou art o'erwatch'd.Call Claudio and some other of my men,I'll have them sleep on cushions in my tent.",negative,-0.0625,"anger, surprise, positive, negative, sadness, disgust, joy, anticipation"
BRUTUS,". I pray you, sirs, lie in my tent and sleep;It may be I shall raise you by and byOn business to my brother Cassius.",neutral,0.0,"trust, positive"
BRUTUS,". I would not have it so. Lie down, good sirs.It may be I shall otherwise bethink me.Look Lucius, here's the book I sought for so;I put it in the pocket of my gown.Varro and Claudio lie down.",positive,0.043209876543209874,"anger, trust, surprise, positive, negative, sadness, disgust, joy, anticipation"
BRUTUS,". Bear with me, good boy, I am much forgetful.Canst thou hold up thy heavy eyes awhile,And touch thy instrument a strain or two?",positive,0.11666666666666665,"trust, surprise, positive, negative, disgust, joy, anticipation"
BRUTUS,". It does, my boy.I trouble thee too much, but thou art willing.",positive,0.041666666666666664,"surprise, positive, sadness, joy, anticipation"
BRUTUS,. I should not urge thy duty past thy might;I know young bloods look for a time of rest.,negative,-0.0375,"positive, anticipation"
BRUTUS,". It was well done, and thou shalt sleep again;I will not hold thee long. If I do live,I will be good to thee.Music, and a song.This is a sleepy tune. O murtherous slumber,Layest thou thy leaden mace upon my boyThat plays thee music? Gentle knave, good night.I will not do thee so much wrong to wake thee.If thou dost nod, thou break'st thy instrument;I'll take it from thee; and, good boy, good night.Let me see, let me see; is not the leaf turn'd downWhere I left reading? Here it is, I think.Sits down.Enter the Ghost of Caesar.How ill this taper burns! Ha, who comes here?I think it is the weakness of mine eyesThat shapes this monstrous apparition.It comes upon me. Art thou anything?Art thou some god, some angel, or some devilThat makest my blood cold and my hair to stare?Speak to me what thou art.",negative,-0.059375000000000004,positive
BRUTUS,. Why comest thou?,neutral,0.0,
BRUTUS,". Well, then I shall see thee again?",neutral,0.0,
BRUTUS,". Why, I will see thee at Philippi then.Exit Ghost.Now I have taken heart thou vanishest.Ill spirit, I would hold more talk with thee.Boy! Lucius! Varro! Claudio! Sirs, awake!Claudio!",positive,0.10416666666666667,positive
BRUTUS,". He thinks he still is at his instrument.Lucius, awake!",neutral,0.0,
BRUTUS,". Didst thou dream, Lucius, that thou so criedst out?",neutral,0.0,
BRUTUS,". Yes, that thou didst. Didst thou see anything?",neutral,0.0,
BRUTUS,". Sleep again, Lucius. Sirrah Claudio![To Varro.] Fellow thou, awake!",neutral,0.0,
BRUTUS,". Why did you so cry out, sirs, in your sleep?",neutral,0.0,"negative, sadness"
BRUTUS,". Ay, saw you anything?",neutral,0.0,
BRUTUS,". Go and commend me to my brother Cassius;Bid him set on his powers betimes before,And we will follow.",neutral,0.0,positive
ANTONY,". Tut, I am in their bosoms, and I knowWherefore they do it. They could be contentTo visit other places, and come downWith fearful bravery, thinking by this faceTo fasten in our thoughts that they have courage;But 'tis not so.Enter a Messenger.",negative,-0.1708333333333333,positive
ANTONY,". Octavius, lead your battle softly on,Upon the left hand of the even field.",positive,0.025,"anger, positive, negative"
ANTONY,. Why do you cross me in this exigent?,neutral,0.0,"fear, negative"
BRUTUS,". They stand, and would have parley.",neutral,0.0,
CASSIUS,". Stand fast, Titinius; we must out and talk.",positive,0.1,positive
ANTONY,". No, Caesar, we will answer on their charge.Make forth, the generals would have some words.",neutral,0.0,"anger, negative"
BRUTUS,". Words before blows. Is it so, countrymen?",neutral,0.0,
BRUTUS,". Good words are better than bad strokes, Octavius.",positive,0.08333333333333336,"anger, negative"
ANTONY,". In your bad strokes, Brutus, you give good words.Witness the hole you made in Caesar's heart,Crying ""Long live! Hail, Caesar!""",positive,0.010037878787878795,"fear, anger, trust, surprise, positive, negative, sadness, disgust, joy, anticipation"
CASSIUS,". Antony,The posture of your blows are yet unknown;But for your words, they rob the Hybla bees,And leave them honeyless.",neutral,0.0,negative
ANTONY,. Not stingless too.,neutral,0.0,
BRUTUS,". O, yes, and soundless too,For you have stol'n their buzzing, Antony,And very wisely threat before you sting.",positive,0.45499999999999996,"fear, anger, negative"
ANTONY,". Villains! You did not so when your vile daggersHack'd one another in the sides of Caesar.You show'd your teeth like apes, and fawn'd like hounds,And bow'd like bondmen, kissing Caesar's feet;Whilst damned Casca, like a cur, behindStrooke Caesar on the neck. O you flatterers!",neutral,0.0,negative
CASSIUS,". Flatterers? Now, Brutus, thank yourself.This tongue had not offended so today,If Cassius might have ruled.",neutral,0.0,"anger, negative, sadness"
BRUTUS,". Caesar, thou canst not die by traitors' hands,Unless thou bring'st them with thee.",neutral,0.0,"fear, negative, sadness"
BRUTUS,". O, if thou wert the noblest of thy strain,Young man, thou couldst not die more honorable.",positive,0.25,"fear, trust, positive, negative, sadness"
CASSIUS,". A peevish school boy, worthless of such honor,Join'd with a masker and a reveler!",negative,-0.20000000000000004,"trust, negative, disgust"
ANTONY,. Old Cassius still!,positive,0.0625,
CASSIUS,". Why, now, blow and, swell billow, and swim bark!The storm is up, and all is on the hazard.",neutral,0.0,negative
BRUTUS,". Ho, Lucilius! Hark, a word with you.",neutral,0.0,"trust, positive"
CASSIUS,. Messala!,neutral,0.0,
CASSIUS,". Messala,This is my birthday, as this very dayWas Cassius born. Give me thy hand, Messala.Be thou my witness that, against my will,As Pompey was, am I compell'd to setUpon one battle all our liberties.You know that I held Epicurus strong,And his opinion. Now I change my mind,And partly credit things that do presage.Coming from Sardis, on our former ensignTwo mighty eagles fell, and there they perch'd,Gorging and feeding from our soldiers' hands,Who to Philippi here consorted us.This morning are they fled away and gone,And in their steads do ravens, crows, and kitesFly o'er our heads and downward look on us,As we were sickly prey. Their shadows seemA canopy most fatal, under whichOur army lies, ready to give up the ghost.",positive,0.08904761904761904,fear
CASSIUS,". I but believe it partly,For I am fresh of spirit and resolvedTo meet all perils very constantly.",positive,0.075,"trust, positive"
BRUTUS,". Even so, Lucilius.",neutral,0.0,
CASSIUS,". Now, most noble Brutus,The gods today stand friendly that we may,Lovers in peace, lead on our days to age!But, since the affairs of men rest still incertain,Let's reason with the worst that may befall.If we do lose this battle, then is thisThe very last time we shall speak together.What are you then determined to do?",positive,0.04750000000000001,positive
BRUTUS,". Even by the rule of that philosophyBy which I did blame Cato for the deathWhich he did give himself- I know not how,But I do find it cowardly and vile,For fear of what might fall, so to preventThe time of life- arming myself with patienceTo stay the providence of some high powersThat govern us below.",positive,0.08,negative
CASSIUS,". Then, if we lose this battle,You are contented to be led in triumphThorough the streets of Rome?",neutral,0.0,"anger, negative"
BRUTUS,". No, Cassius, no. Think not, thou noble Roman,That ever Brutus will go bound to Rome;He bears too great a mind. But this same dayMust end that work the ides of March begun.And whether we shall meet again I know not.Therefore our everlasting farewell take.Forever, and forever, farewell, Cassius!If we do meet again, why, we shall smile;If not, why then this parting was well made.",positive,0.175,positive
CASSIUS,". Forever and forever farewell, Brutus!If we do meet again, we'll smile indeed;If not, 'tis true this parting was well made.",positive,0.16249999999999998,"trust, positive, joy"
BRUTUS,". Why then, lead on. O, that a man might knowThe end of this day's business ere it come!But it sufficeth that the day will end,And then the end is known. Come, ho! Away!Exeunt.",neutral,0.0,positive
BRUTUS,". Ride, ride, Messala, ride, and give these billsUnto the legions on the other side.Loud alarum.Let them set on at once, for I perceiveBut cold demeanor in Octavia's wing,And sudden push gives them the overthrow.Ride, ride, Messala. Let them all come down.Exeunt.",negative,-0.08055555555555556,"surprise, negative"
CASSIUS,". O, look, Titinius, look, the villains fly!Myself have to mine own turn'd enemy.This ensign here of mine was turning back;I slew the coward, and did take it from him.",positive,0.3,"fear, positive, negative, sadness, disgust"
CASSIUS,". This hill is far enough. Look, look, Titinius:Are those my tents where I perceive the fire?",positive,0.016666666666666666,"fear, trust, positive"
CASSIUS,". Titinius, if thou lovest me,Mount thou my horse and hide thy spurs in him,Till he have brought thee up to yonder troopsAnd here again, that I may rest assuredWhether yond troops are friend or enemy.",neutral,0.0,"fear, trust, positive"
CASSIUS,". Go, Pindarus, get higher on that hill;My sight was ever thick; regard Titinius,And tell me what thou notest about the field.Pindarus ascends the hill.This day I breathed first: time is come round,And where I did begin, there shall I end;My life is run his compass. Sirrah, what news?",positive,0.022222222222222216,"trust, anticipation"
CASSIUS,. What news?,neutral,0.0,
CASSIUS,". Come down; behold no more.O, coward that I am, to live so long,To see my best friend ta'en before my face!Pindarus descends.Come hither, sirrah.In Parthia did I take thee prisoner,And then I swore thee, saving of thy life,That whatsoever I did bid thee do,Thou shouldst attempt it. Come now, keep thine oath;Now be a freeman, and with this good sword,That ran through Caesar's bowels, search this bosom.Stand not to answer: here, take thou the hilts;And when my face is cover'd, as 'tis now,Guide thou the sword. [Pindarus stabs him.] Caesar, thou artrevenged,Even with the sword that kill'd thee.Dies.",positive,0.20538720538720537,trust
BRUTUS,". Where, where, Messala, doth his body lie?",neutral,0.0,"anger, negative, sadness, disgust"
BRUTUS,. Titinius' face is upward.,neutral,0.0,
BRUTUS,". O Julius Caesar, thou art mighty yet!Thy spirit walks abroad, and turns our swordsIn our own proper entrails.Low alarums.",positive,0.16666666666666666,positive
BRUTUS,". Are yet two Romans living such as these?The last of all the Romans, fare thee well!It is impossible that ever RomeShould breed thy fellow. Friends, I owe moe tearsTo this dead man than you shall see me pay.I shall find time, Cassius, I shall find time.Come therefore, and to Thasos send his body;His funerals shall not be in our camp,Lest it discomfort us. Lucilius, come,And come, young Cato; let us to the field.Labio and Flavio, set our battles on.'Tis three o'clock, and Romans, yet ere nightWe shall try fortune in a second fight.Exeunt.",negative,-0.06444444444444444,"positive, anticipation"
BRUTUS,". Yet, countrymen, O, yet hold up your heads!",neutral,0.0,
BRUTUS,". And I am Brutus, Marcus Brutus, I;Brutus, my country's friend; know me for Brutus!Exit.",neutral,0.0,"trust, positive, joy"
